TransactionID,Date,SendingInstitution,ReceivingInstitution,AssetType,Network,Region,Amount_USD,SettlementStatus,SettlementTime_Seconds,TraditionalRail_Benchmark_Hours,Fee_BPS,Fee_USD
TXN100412,2026-06-01,HSBC,Citi,Tokenised Equity,Hybrid Network,MEA,13825.29,Settled,36.3,37.9,0.54,0.75
TXN100413,2026-01-13,Deutsche Bank,Barclays,Tokenised Bond,Permissioned Ledger,US,38656.94,Settled,4.7,34.0,3.95,15.27
TXN100414,2026-03-01,Barclays,BNY Mellon,Tokenised Equity,Hybrid Network,MEA,245020.52,Settled,41.0,41.1,1.6,39.2
TXN100415,2026-05-15,BNY Mellon,UBS,Tokenised Bond,Permissioned Ledger,US,453135.46,Settled,8.6,20.6,3.36,152.25
TXN100416,2026-02-26,Deutsche Bank,UBS,Tokenised Bond,Permissioned Ledger,MEA,17632.19,Settled,6.3,11.6,1.53,2.7
TXN100417,2026-02-05,Citi,JPMorgan,Tokenised Bond,Permissioned Ledger,UK,63687.37,Settled,6.5,25.6,2.98,18.98
TXN100418,2026-06-22,Barclays,HSBC,Tokenised Deposit,Hybrid Network,APAC,229961.59,Settled,29.5,58.3,2.33,53.58
TXN100419,2026-01-20,Deutsche Bank,Barclays,Tokenised Bond,Permissioned Ledger,MEA,214664.73,Settled,2.3,35.9,1.56,33.49
TXN100420,2026-03-06,JPMorgan,UBS,Tokenised Bond,Hybrid Network,UK,37762.65,Settled,51.3,60.8,1.57,5.93
TXN100421,2026-01-08,Deutsche Bank,Barclays,Tokenised Real Estate Fund,Permissioned Ledger,MEA,88324.39,Settled,3.9,48.9,2.99,26.41
TXN100422,2026-05-24,Barclays,JPMorgan,Tokenised Deposit,Permissioned Ledger,MEA,273620.29,Settled,6.8,35.4,2.53,69.23
TXN100423,2026-05-22,HSBC,Standard Chartered,Regulated Stablecoin,Hybrid Network,MEA,111755.12,Settled,11.3,7.0,3.66,40.9
TXN100424,2026-04-25,BNY Mellon,Barclays,Regulated Stablecoin,Public Blockchain,EU,32799.12,Settled,32.2,39.3,4.02,13.19
TXN100425,2026-05-23,UBS,Barclays,Tokenised Bond,Public Blockchain,APAC,26920.02,Failed,,46.2,0.66,1.78
TXN100426,2026-04-02,Standard Chartered,BNY Mellon,Tokenised Bond,Hybrid Network,APAC,84935.94,Settled,27.4,53.8,4.29,36.44
TXN100427,2026-04-08,UBS,Standard Chartered,Tokenised Deposit,Permissioned Ledger,MEA,46807.08,Settled,7.8,38.8,2.41,11.28
TXN100428,2026-03-07,Standard Chartered,UBS,Tokenised Bond,Public Blockchain,MEA,38515.26,Settled,57.0,51.4,0.91,3.5
TXN100429,2026-02-01,Deutsche Bank,HSBC,Tokenised Deposit,Permissioned Ledger,MEA,12416.68,Settled,5.6,35.1,3.18,3.95
TXN100430,2026-07-10,Standard Chartered,HSBC,Tokenised Equity,Permissioned Ledger,US,47374.34,Settled,9.6,59.2,1.84,8.72
TXN100431,2026-03-27,Barclays,BNY Mellon,Tokenised Deposit,Public Blockchain,MEA,27260.28,Settled,21.3,26.9,2.69,7.33
TXN100432,2026-02-20,JPMorgan,Standard Chartered,Tokenised Deposit,Public Blockchain,MEA,43771.7,Settled,65.7,42.9,2.09,9.15
TXN100433,2026-06-02,UBS,Citi,Tokenised Deposit,Public Blockchain,MEA,50776.18,Settled,81.9,15.5,1.6,8.12
TXN100434,2026-07-05,UBS,HSBC,Tokenised Deposit,Public Blockchain,US,214369.74,Settled,82.6,39.8,1.64,35.16
TXN100435,2026-03-04,JPMorgan,Deutsche Bank,Regulated Stablecoin,Permissioned Ledger,UK,142084.23,Settled,8.3,40.6,1.24,17.62
TXN100436,2026-07-09,UBS,JPMorgan,Tokenised Deposit,Hybrid Network,MEA,239819.55,Settled,30.5,35.6,4.3,103.12
TXN100437,2026-05-05,JPMorgan,Deutsche Bank,Tokenised Deposit,Permissioned Ledger,US,872612.85,Pending,,30.5,1.17,102.1
TXN100438,2026-05-30,Barclays,UBS,Regulated Stablecoin,Permissioned Ledger,APAC,38417.7,Settled,8.0,27.9,3.51,13.48
TXN100439,2026-02-27,Deutsche Bank,Citi,Tokenised Deposit,Hybrid Network,UK,26035.98,Settled,24.7,51.3,4.15,10.8
TXN100440,2026-02-27,Deutsche Bank,HSBC,Tokenised Real Estate Fund,Permissioned Ledger,US,17215.89,Settled,3.9,17.0,4.16,7.16
TXN100441,2026-03-27,Barclays,JPMorgan,Tokenised Deposit,Hybrid Network,MEA,102426.28,Pending,,20.8,1.39,14.24
TXN100442,2026-02-18,BNY Mellon,Citi,Tokenised Bond,Public Blockchain,APAC,21883.32,Settled,58.9,29.6,2.8,6.13
TXN100443,2026-06-29,BNY Mellon,Citi,Tokenised Bond,Public Blockchain,MEA,227324.4,Settled,67.0,25.2,1.29,29.32
TXN100444,2026-06-19,Deutsche Bank,Barclays,Tokenised Deposit,Permissioned Ledger,APAC,11451.62,Settled,6.1,32.9,2.54,2.91
TXN100445,2026-03-11,UBS,HSBC,Tokenised Deposit,Permissioned Ledger,UK,11966.52,Settled,11.3,50.4,4.42,5.29
TXN100446,2026-01-15,UBS,Deutsche Bank,Tokenised Real Estate Fund,Public Blockchain,US,79355.1,Settled,53.9,33.4,3.02,23.97
TXN100447,2026-02-23,JPMorgan,BNY Mellon,Tokenised Bond,Permissioned Ledger,US,162123.86,Settled,7.7,25.1,4.26,69.06
TXN100448,2026-07-07,UBS,Citi,Tokenised Real Estate Fund,Permissioned Ledger,UK,50731.29,Settled,7.3,38.8,3.38,17.15
TXN100449,2026-04-11,HSBC,Deutsche Bank,Tokenised Deposit,Public Blockchain,MEA,152818.12,Settled,52.2,13.8,0.88,13.45
TXN100450,2026-01-08,HSBC,Barclays,Tokenised Equity,Hybrid Network,US,18671.76,Settled,27.2,45.5,4.5,8.4
TXN100451,2026-02-22,Barclays,JPMorgan,Tokenised Deposit,Permissioned Ledger,UK,28514.48,Pending,,46.3,3.68,10.49
TXN100452,2026-03-01,BNY Mellon,Deutsche Bank,Tokenised Deposit,Hybrid Network,UK,73748.16,Settled,42.3,43.9,1.32,9.73
TXN100453,2026-04-18,BNY Mellon,UBS,Tokenised Deposit,Permissioned Ledger,EU,25179.82,Failed,,57.8,1.17,2.95
TXN100454,2026-01-05,JPMorgan,UBS,Tokenised Real Estate Fund,Hybrid Network,UK,101279.18,Settled,15.9,46.5,1.47,14.89
TXN100455,2026-04-13,BNY Mellon,Citi,Tokenised Deposit,Permissioned Ledger,EU,147809.84,Settled,5.7,42.6,1.94,28.68
TXN100456,2026-07-15,Standard Chartered,HSBC,Regulated Stablecoin,Permissioned Ledger,US,344206.01,Failed,,52.5,2.88,99.13
TXN100457,2026-01-06,Deutsche Bank,UBS,Tokenised Equity,Permissioned Ledger,EU,39750.18,Settled,7.1,37.0,3.07,12.2
TXN100458,2026-04-19,JPMorgan,BNY Mellon,Tokenised Deposit,Permissioned Ledger,US,65394.28,Settled,1.9,53.3,1.08,7.06
TXN100459,2026-04-26,Barclays,UBS,Tokenised Deposit,Permissioned Ledger,EU,30758.25,Settled,3.7,37.4,3.5,10.77
TXN100460,2026-04-04,Citi,BNY Mellon,Regulated Stablecoin,Permissioned Ledger,MEA,143373.39,Settled,6.3,19.7,1.45,20.79
TXN100461,2026-02-16,BNY Mellon,Barclays,Regulated Stablecoin,Hybrid Network,EU,102638.94,Settled,18.5,36.7,3.3,33.87
TXN100462,2026-04-09,JPMorgan,Deutsche Bank,Tokenised Deposit,Hybrid Network,MEA,4347.95,Failed,,45.8,3.7,1.61
TXN100463,2026-02-24,Barclays,Standard Chartered,Tokenised Bond,Public Blockchain,US,70770.87,Settled,45.6,38.4,1.37,9.7
TXN100464,2026-06-17,BNY Mellon,Deutsche Bank,Tokenised Deposit,Hybrid Network,EU,149413.39,Settled,46.5,32.2,0.9,13.45
TXN100465,2026-02-21,Barclays,Standard Chartered,Regulated Stablecoin,Permissioned Ledger,MEA,17617.9,Settled,7.9,28.3,3.91,6.89
TXN100466,2026-05-24,HSBC,UBS,Tokenised Real Estate Fund,Hybrid Network,US,12024.49,Settled,34.6,24.9,4.36,5.24
TXN100467,2026-01-13,Deutsche Bank,HSBC,Tokenised Deposit,Public Blockchain,US,77950.34,Settled,69.4,35.8,0.52,4.05
TXN100468,2026-04-24,HSBC,BNY Mellon,Tokenised Bond,Permissioned Ledger,UK,405284.71,Settled,5.9,23.6,1.46,59.17
TXN100469,2026-05-04,Standard Chartered,Citi,Tokenised Deposit,Permissioned Ledger,EU,142198.55,Settled,5.6,32.8,3.31,47.07
TXN100470,2026-04-16,Deutsche Bank,Barclays,Tokenised Deposit,Permissioned Ledger,EU,40850.4,Settled,8.8,41.2,2.97,12.13
TXN100471,2026-06-07,Deutsche Bank,HSBC,Tokenised Deposit,Public Blockchain,EU,30911.05,Settled,40.8,39.9,0.96,2.97
TXN100472,2026-05-27,Standard Chartered,HSBC,Tokenised Equity,Permissioned Ledger,APAC,113221.74,Settled,9.6,42.8,3.9,44.16
TXN100473,2026-05-25,Citi,Deutsche Bank,Tokenised Deposit,Hybrid Network,US,29095.89,Settled,28.8,34.8,1.59,4.63
TXN100474,2026-04-30,JPMorgan,Standard Chartered,Tokenised Bond,Hybrid Network,APAC,153226.88,Settled,26.1,48.1,0.55,8.43
TXN100475,2026-03-04,HSBC,Deutsche Bank,Tokenised Bond,Permissioned Ledger,MEA,117405.99,Settled,8.1,60.0,3.56,41.8
TXN100476,2026-01-19,Standard Chartered,Citi,Tokenised Bond,Permissioned Ledger,UK,37571.9,Settled,9.3,27.0,3.07,11.53
TXN100477,2026-04-02,Deutsche Bank,HSBC,Tokenised Equity,Public Blockchain,MEA,77129.91,Settled,65.8,25.2,4.24,32.7
TXN100478,2026-02-27,Standard Chartered,Deutsche Bank,Tokenised Deposit,Public Blockchain,UK,804948.24,Settled,100.6,34.0,3.91,314.73
TXN100479,2026-07-02,Barclays,UBS,Tokenised Equity,Permissioned Ledger,APAC,20445.75,Settled,6.4,39.5,2.99,6.11
TXN100480,2026-03-31,JPMorgan,HSBC,Tokenised Bond,Public Blockchain,APAC,18024.48,Settled,36.8,44.5,2.04,3.68
TXN100481,2026-04-27,BNY Mellon,HSBC,Tokenised Bond,Permissioned Ledger,US,133662.77,Settled,11.1,45.6,0.92,12.3
TXN100482,2026-03-03,JPMorgan,Standard Chartered,Tokenised Bond,Hybrid Network,UK,10020.8,Settled,11.5,65.8,3.69,3.7
TXN100483,2026-01-23,Standard Chartered,Deutsche Bank,Tokenised Deposit,Hybrid Network,UK,183134.45,Settled,8.1,24.3,2.47,45.23
TXN100484,2026-05-07,Barclays,Citi,Regulated Stablecoin,Permissioned Ledger,US,1721917.24,Settled,11.7,38.6,1.18,203.19
TXN100485,2026-05-17,Deutsche Bank,UBS,Tokenised Bond,Permissioned Ledger,US,39983.05,Settled,1.8,44.9,2.29,9.16
TXN100486,2026-05-20,Barclays,JPMorgan,Tokenised Real Estate Fund,Permissioned Ledger,UK,5829.88,Settled,7.9,32.0,3.16,1.84
TXN100487,2026-05-09,Citi,BNY Mellon,Tokenised Deposit,Permissioned Ledger,UK,75842.59,Settled,4.8,64.5,3.77,28.59
TXN100488,2026-02-27,Deutsche Bank,Citi,Regulated Stablecoin,Permissioned Ledger,EU,27376.59,Settled,5.4,37.7,1.44,3.94
TXN100489,2026-05-02,Deutsche Bank,Standard Chartered,Tokenised Deposit,Permissioned Ledger,US,6232.03,Settled,8.3,45.6,1.58,0.98
TXN100490,2026-01-01,Barclays,JPMorgan,Regulated Stablecoin,Public Blockchain,APAC,9370.5,Settled,62.7,32.9,3.85,3.61
TXN100491,2026-02-03,BNY Mellon,Deutsche Bank,Tokenised Equity,Public Blockchain,US,19339.48,Settled,43.3,18.6,3.53,6.83
TXN100492,2026-04-06,HSBC,Deutsche Bank,Tokenised Bond,Permissioned Ledger,EU,368113.28,Settled,10.9,11.3,4.42,162.71
TXN100493,2026-05-06,Deutsche Bank,Citi,Regulated Stablecoin,Permissioned Ledger,EU,1275718.6,Settled,1.0,66.6,3.0,382.72
TXN100494,2026-04-28,Deutsche Bank,Barclays,Tokenised Real Estate Fund,Public Blockchain,APAC,63281.07,Settled,95.7,23.6,3.48,22.02
TXN100495,2026-02-17,Barclays,Citi,Tokenised Real Estate Fund,Public Blockchain,MEA,134980.78,Settled,39.1,26.1,1.99,26.86
TXN100496,2026-03-30,UBS,Citi,Tokenised Deposit,Permissioned Ledger,UK,737074.6,Settled,10.6,31.5,1.62,119.41
TXN100497,2026-04-27,HSBC,Deutsche Bank,Tokenised Bond,Permissioned Ledger,US,5271.58,Settled,2.5,45.4,3.39,1.79
TXN100498,2026-05-09,Barclays,BNY Mellon,Tokenised Bond,Permissioned Ledger,APAC,23610.79,Settled,7.3,31.3,0.9,2.12
TXN100499,2026-01-16,Standard Chartered,Barclays,Tokenised Deposit,Hybrid Network,US,44148.7,Settled,25.5,47.7,1.55,6.84
TXN100500,2026-07-08,UBS,Standard Chartered,Tokenised Equity,Hybrid Network,US,28558.65,Settled,23.8,23.2,2.1,6.0
TXN100501,2026-07-11,JPMorgan,UBS,Tokenised Bond,Public Blockchain,UK,59112.74,Settled,113.9,45.9,0.56,3.31
TXN100502,2026-07-10,JPMorgan,Citi,Tokenised Equity,Permissioned Ledger,APAC,31574.55,Settled,7.6,33.6,2.51,7.93
TXN100503,2026-03-10,HSBC,UBS,Tokenised Bond,Permissioned Ledger,APAC,27715.51,Settled,11.2,31.5,3.08,8.54
TXN100504,2026-01-22,BNY Mellon,Deutsche Bank,Regulated Stablecoin,Hybrid Network,MEA,153585.1,Settled,16.2,4.0,1.18,18.12
TXN100505,2026-04-03,BNY Mellon,UBS,Tokenised Deposit,Permissioned Ledger,APAC,60588.29,Settled,7.0,43.1,1.81,10.97
TXN100506,2026-07-14,Deutsche Bank,UBS,Tokenised Deposit,Permissioned Ledger,US,211168.67,Settled,9.4,31.6,3.91,82.57
TXN100507,2026-03-17,UBS,Deutsche Bank,Tokenised Deposit,Hybrid Network,US,41856.11,Settled,32.2,32.6,4.26,17.83
TXN100508,2026-06-03,HSBC,UBS,Regulated Stablecoin,Public Blockchain,MEA,581041.92,Settled,80.8,27.1,3.87,224.86
TXN100509,2026-05-24,UBS,BNY Mellon,Tokenised Deposit,Hybrid Network,US,10561.88,Settled,23.4,28.7,2.28,2.41
TXN100510,2026-06-28,HSBC,Standard Chartered,Tokenised Deposit,Permissioned Ledger,UK,238113.38,Settled,5.4,48.1,3.31,78.82
TXN100511,2026-03-27,JPMorgan,HSBC,Tokenised Bond,Permissioned Ledger,US,12408.19,Settled,8.7,21.5,2.52,3.13
TXN100512,2026-07-04,Standard Chartered,HSBC,Tokenised Deposit,Permissioned Ledger,APAC,56721.46,Settled,11.0,25.0,1.87,10.61
TXN100513,2026-01-29,BNY Mellon,Standard Chartered,Tokenised Deposit,Public Blockchain,EU,263426.36,Settled,61.7,32.0,2.54,66.91
TXN100514,2026-03-10,Barclays,HSBC,Tokenised Bond,Permissioned Ledger,EU,263077.04,Settled,4.5,31.7,4.42,116.28
TXN100515,2026-02-16,BNY Mellon,Standard Chartered,Tokenised Bond,Permissioned Ledger,MEA,115033.49,Settled,5.9,42.3,1.26,14.49
TXN100516,2026-04-04,Deutsche Bank,Standard Chartered,Tokenised Bond,Permissioned Ledger,US,233988.55,Settled,9.5,27.2,1.59,37.2
TXN100517,2026-07-09,HSBC,UBS,Tokenised Real Estate Fund,Public Blockchain,MEA,49812.01,Failed,,29.7,2.29,11.41
TXN100518,2026-07-16,Deutsche Bank,HSBC,Tokenised Bond,Hybrid Network,EU,32323.98,Pending,,16.9,2.38,7.69
TXN100519,2026-05-24,Citi,BNY Mellon,Tokenised Bond,Public Blockchain,US,45550.71,Settled,45.7,36.1,4.16,18.95
TXN100520,2026-06-25,Standard Chartered,UBS,Regulated Stablecoin,Permissioned Ledger,US,132625.53,Settled,12.9,48.5,4.07,53.98
TXN100521,2026-03-26,Citi,Standard Chartered,Regulated Stablecoin,Public Blockchain,MEA,351907.11,Settled,54.7,50.5,3.09,108.74
TXN100522,2026-02-08,UBS,Citi,Regulated Stablecoin,Public Blockchain,UK,58741.85,Failed,,28.0,3.93,23.09
TXN100523,2026-04-10,UBS,BNY Mellon,Regulated Stablecoin,Hybrid Network,MEA,5023.32,Settled,26.1,39.6,2.59,1.3
TXN100524,2026-02-02,Standard Chartered,JPMorgan,Tokenised Deposit,Permissioned Ledger,MEA,50007.79,Pending,,32.3,1.3,6.5
TXN100525,2026-04-11,Standard Chartered,Barclays,Tokenised Bond,Permissioned Ledger,UK,233511.2,Settled,6.0,46.1,4.05,94.57
TXN100526,2026-01-23,Citi,Deutsche Bank,Tokenised Deposit,Permissioned Ledger,UK,132241.34,Settled,3.3,38.4,4.03,53.29
TXN100527,2026-01-10,Deutsche Bank,Citi,Tokenised Bond,Public Blockchain,US,68256.53,Settled,69.6,34.5,4.0,27.3
TXN100528,2026-03-10,Standard Chartered,UBS,Regulated Stablecoin,Public Blockchain,US,35574.23,Settled,53.2,15.5,2.92,10.39
TXN100529,2026-04-10,HSBC,UBS,Tokenised Deposit,Permissioned Ledger,UK,29024.59,Settled,10.2,23.1,4.43,12.86
TXN100530,2026-02-03,Barclays,JPMorgan,Regulated Stablecoin,Hybrid Network,US,22094.34,Settled,25.7,48.3,3.09,6.83
TXN100531,2026-06-29,Citi,Standard Chartered,Tokenised Real Estate Fund,Public Blockchain,EU,114942.88,Settled,74.6,62.6,3.5,40.23
TXN100532,2026-05-18,JPMorgan,Standard Chartered,Regulated Stablecoin,Public Blockchain,MEA,138489.42,Settled,59.8,21.2,3.36,46.53
TXN100533,2026-05-27,Deutsche Bank,Barclays,Regulated Stablecoin,Permissioned Ledger,UK,5074.18,Settled,10.9,34.3,2.15,1.09
TXN100534,2026-07-05,Deutsche Bank,Barclays,Tokenised Deposit,Public Blockchain,MEA,56072.35,Settled,43.4,43.1,4.16,23.33
TXN100535,2026-04-06,HSBC,UBS,Tokenised Equity,Public Blockchain,UK,142476.74,Settled,60.8,53.2,1.43,20.37
TXN100536,2026-01-01,HSBC,Barclays,Tokenised Equity,Public Blockchain,UK,24341.65,Settled,46.8,29.1,0.77,1.87
TXN100537,2026-03-10,Deutsche Bank,Standard Chartered,Tokenised Real Estate Fund,Permissioned Ledger,US,120251.19,Settled,10.9,31.5,1.43,17.2
TXN100538,2026-01-04,BNY Mellon,HSBC,Tokenised Deposit,Permissioned Ledger,EU,168970.23,Settled,4.5,34.8,2.93,49.51
TXN100539,2026-01-16,Standard Chartered,Citi,Tokenised Deposit,Hybrid Network,MEA,216844.06,Settled,29.1,36.2,3.29,71.34
TXN100540,2026-01-24,JPMorgan,Standard Chartered,Regulated Stablecoin,Permissioned Ledger,EU,85383.99,Settled,1.8,34.9,3.54,30.23
TXN100541,2026-03-21,Citi,Standard Chartered,Regulated Stablecoin,Permissioned Ledger,MEA,61134.58,Settled,8.7,47.5,2.93,17.91
TXN100542,2026-01-02,Standard Chartered,HSBC,Tokenised Bond,Public Blockchain,APAC,122343.52,Settled,96.0,20.4,2.75,33.64
TXN100543,2026-05-08,Deutsche Bank,Standard Chartered,Tokenised Deposit,Permissioned Ledger,APAC,5383.4,Settled,7.5,29.1,4.2,2.26
TXN100544,2026-06-09,Barclays,BNY Mellon,Tokenised Bond,Public Blockchain,EU,83345.87,Settled,47.6,26.4,0.7,5.83
TXN100545,2026-03-25,JPMorgan,Deutsche Bank,Tokenised Deposit,Public Blockchain,US,2461.52,Settled,68.7,43.4,1.59,0.39
TXN100546,2026-06-01,BNY Mellon,JPMorgan,Tokenised Deposit,Permissioned Ledger,MEA,707803.34,Settled,2.0,4.9,1.53,108.29
TXN100547,2026-05-20,JPMorgan,UBS,Tokenised Equity,Hybrid Network,APAC,874035.51,Settled,28.6,42.1,1.49,130.23
TXN100548,2026-06-27,JPMorgan,Standard Chartered,Tokenised Deposit,Permissioned Ledger,UK,62315.9,Settled,1.0,29.1,2.13,13.27
TXN100549,2026-06-12,JPMorgan,UBS,Tokenised Bond,Public Blockchain,APAC,92530.13,Pending,,33.8,1.88,17.4
TXN100550,2026-05-04,HSBC,Citi,Regulated Stablecoin,Permissioned Ledger,APAC,89337.99,Settled,14.2,19.2,4.13,36.9
TXN100551,2026-02-02,BNY Mellon,Barclays,Regulated Stablecoin,Permissioned Ledger,APAC,285886.3,Settled,9.5,19.5,3.29,94.06
TXN100552,2026-06-10,Barclays,HSBC,Tokenised Deposit,Permissioned Ledger,MEA,89571.18,Settled,10.0,31.2,1.21,10.84
TXN100553,2026-07-08,Barclays,HSBC,Tokenised Deposit,Permissioned Ledger,EU,172904.5,Settled,8.4,33.2,2.74,47.38
TXN100554,2026-06-28,Citi,HSBC,Tokenised Bond,Hybrid Network,MEA,85318.6,Settled,29.2,50.3,1.11,9.47
TXN100555,2026-06-20,Standard Chartered,JPMorgan,Tokenised Deposit,Permissioned Ledger,APAC,20657.08,Settled,9.1,47.6,1.51,3.12
TXN100556,2026-04-11,UBS,BNY Mellon,Regulated Stablecoin,Public Blockchain,UK,35145.73,Settled,75.7,18.4,2.67,9.38
TXN100557,2026-01-12,Standard Chartered,BNY Mellon,Tokenised Deposit,Public Blockchain,APAC,11595.81,Settled,65.5,52.3,3.46,4.01
TXN100558,2026-03-08,HSBC,JPMorgan,Regulated Stablecoin,Permissioned Ledger,EU,247333.73,Settled,7.1,28.2,1.48,36.61
TXN100559,2026-03-06,HSBC,Barclays,Tokenised Deposit,Permissioned Ledger,UK,176552.91,Settled,10.6,42.6,3.93,69.39
TXN100560,2026-06-10,Standard Chartered,BNY Mellon,Tokenised Bond,Permissioned Ledger,MEA,369388.78,Settled,9.1,36.4,3.93,145.17
TXN100561,2026-06-17,UBS,Deutsche Bank,Tokenised Bond,Permissioned Ledger,US,38278.38,Pending,,30.6,2.75,10.53
TXN100562,2026-03-15,HSBC,JPMorgan,Tokenised Real Estate Fund,Permissioned Ledger,US,101879.16,Settled,6.3,42.9,3.91,39.83
TXN100563,2026-02-12,Deutsche Bank,Citi,Regulated Stablecoin,Hybrid Network,UK,283891.74,Settled,29.8,15.0,1.72,48.83
TXN100564,2026-02-13,BNY Mellon,UBS,Tokenised Deposit,Permissioned Ledger,UK,23354.8,Settled,7.8,55.4,0.76,1.77
TXN100565,2026-01-29,BNY Mellon,Citi,Tokenised Real Estate Fund,Public Blockchain,EU,454939.18,Pending,,32.3,1.81,82.34
TXN100566,2026-05-21,Barclays,Standard Chartered,Tokenised Deposit,Hybrid Network,APAC,219614.55,Settled,16.0,39.1,0.72,15.81
TXN100567,2026-01-12,Deutsche Bank,HSBC,Tokenised Bond,Permissioned Ledger,UK,57972.12,Settled,6.0,17.6,3.61,20.93
TXN100568,2026-04-05,HSBC,Barclays,Tokenised Real Estate Fund,Hybrid Network,UK,29688.99,Settled,33.9,16.4,2.37,7.04
TXN100569,2026-02-15,Deutsche Bank,HSBC,Tokenised Deposit,Hybrid Network,MEA,18463.81,Settled,18.1,36.5,0.94,1.74
TXN100570,2026-05-10,BNY Mellon,Citi,Tokenised Deposit,Permissioned Ledger,US,83100.18,Settled,11.8,37.9,3.73,31.0
TXN100571,2026-02-04,Standard Chartered,Citi,Tokenised Bond,Permissioned Ledger,APAC,34724.43,Pending,,44.9,2.43,8.44
TXN100572,2026-03-22,BNY Mellon,UBS,Tokenised Bond,Hybrid Network,EU,27935.69,Settled,18.8,25.1,4.23,11.82
TXN100573,2026-03-31,BNY Mellon,JPMorgan,Tokenised Deposit,Public Blockchain,EU,534925.24,Settled,52.0,23.6,2.98,159.41
TXN100574,2026-01-08,Standard Chartered,Deutsche Bank,Tokenised Deposit,Hybrid Network,MEA,209918.24,Settled,33.6,11.1,3.85,80.82
TXN100575,2026-04-03,Deutsche Bank,Barclays,Tokenised Deposit,Public Blockchain,APAC,75382.11,Settled,81.8,18.3,1.6,12.06
TXN100576,2026-06-03,UBS,Deutsche Bank,Tokenised Real Estate Fund,Public Blockchain,EU,77921.99,Settled,64.8,27.6,3.36,26.18
TXN100577,2026-03-31,Citi,BNY Mellon,Tokenised Deposit,Permissioned Ledger,UK,26541.69,Pending,,36.1,2.98,7.91
TXN100578,2026-06-11,BNY Mellon,Citi,Tokenised Deposit,Hybrid Network,UK,55372.76,Settled,11.6,49.9,0.52,2.88
TXN100579,2026-04-25,BNY Mellon,Barclays,Tokenised Real Estate Fund,Permissioned Ledger,UK,69670.42,Settled,1.0,45.3,4.1,28.56
TXN100580,2026-04-15,Standard Chartered,HSBC,Tokenised Real Estate Fund,Permissioned Ledger,EU,71576.58,Settled,12.2,60.0,3.94,28.2
TXN100581,2026-05-15,Barclays,BNY Mellon,Regulated Stablecoin,Public Blockchain,APAC,45913.52,Settled,73.8,28.6,3.91,17.95
TXN100582,2026-07-15,Barclays,BNY Mellon,Tokenised Bond,Permissioned Ledger,MEA,78513.17,Settled,9.8,52.4,3.19,25.05
TXN100583,2026-02-27,Deutsche Bank,Standard Chartered,Tokenised Bond,Permissioned Ledger,APAC,25853.6,Settled,8.9,32.7,4.01,10.37
TXN100584,2026-04-24,BNY Mellon,Standard Chartered,Tokenised Bond,Public Blockchain,APAC,212958.57,Settled,88.0,28.5,2.21,47.06
TXN100585,2026-03-16,UBS,BNY Mellon,Tokenised Deposit,Hybrid Network,MEA,41740.71,Settled,5.4,49.9,3.53,14.73
TXN100586,2026-06-06,Citi,JPMorgan,Tokenised Deposit,Public Blockchain,MEA,46509.95,Settled,52.1,28.0,4.13,19.21
TXN100587,2026-04-30,UBS,BNY Mellon,Tokenised Deposit,Permissioned Ledger,APAC,159676.16,Settled,13.9,41.4,3.31,52.85
TXN100588,2026-06-13,BNY Mellon,Citi,Tokenised Real Estate Fund,Public Blockchain,UK,575125.62,Pending,,24.7,0.8,46.01
TXN100589,2026-01-21,HSBC,Citi,Regulated Stablecoin,Public Blockchain,UK,45727.5,Settled,91.6,31.1,3.81,17.42
TXN100590,2026-06-13,JPMorgan,Citi,Tokenised Equity,Permissioned Ledger,EU,19030.6,Settled,12.0,32.2,4.01,7.63
TXN100591,2026-05-18,Barclays,HSBC,Tokenised Deposit,Hybrid Network,MEA,4353.34,Pending,,26.6,0.83,0.36
TXN100592,2026-04-11,Deutsche Bank,Barclays,Tokenised Real Estate Fund,Public Blockchain,UK,187251.27,Settled,71.2,44.7,2.07,38.76
TXN100593,2026-06-01,Citi,Deutsche Bank,Tokenised Bond,Public Blockchain,MEA,12862.68,Settled,37.1,45.6,0.56,0.72
TXN100594,2026-07-11,HSBC,Barclays,Tokenised Deposit,Public Blockchain,US,47428.27,Settled,57.8,51.5,2.7,12.81
TXN100595,2026-06-26,BNY Mellon,HSBC,Tokenised Equity,Hybrid Network,UK,22608.4,Settled,17.7,34.0,3.43,7.75
TXN100596,2026-04-09,Standard Chartered,JPMorgan,Regulated Stablecoin,Permissioned Ledger,US,138903.19,Settled,3.1,20.0,3.84,53.34
TXN100597,2026-02-05,UBS,JPMorgan,Tokenised Deposit,Permissioned Ledger,MEA,961561.62,Settled,9.8,17.4,2.52,242.31
TXN100598,2026-04-06,Citi,BNY Mellon,Tokenised Deposit,Hybrid Network,UK,137497.15,Settled,31.2,34.1,3.82,52.52
TXN100599,2026-06-01,BNY Mellon,Standard Chartered,Tokenised Deposit,Permissioned Ledger,UK,14426.24,Settled,8.6,32.8,1.49,2.15
TXN100600,2026-05-31,HSBC,Deutsche Bank,Tokenised Equity,Hybrid Network,EU,799544.71,Settled,15.6,12.2,2.05,163.91
TXN100601,2026-07-09,Deutsche Bank,Standard Chartered,Tokenised Deposit,Hybrid Network,UK,27024.66,Settled,31.4,29.0,0.73,1.97
